Info on the massive 1146 galaxies across all haloes: 

## Largest 1146 galaxies
## from: /disk01/rad/sim/m25n1024/s50/Groups/m25n1024_036.hdf5
## 1146 @ z=5.930

 ID    Mstar     Mgas      SFR       r         fgas   nrho      Central	|  Mhalo     HID
 0476  1.16e+07  4.10e+08  2.84e-02  2.78e+00  0.973  1.91e-09  True	|  1.96e+10  540 
 0477  1.49e+07  4.07e+08  2.24e-02  5.08e+00  0.965  7.64e-09  False	|  1.35e+11  20 
 0478  1.50e+07  4.06e+08  3.52e-02  2.35e+00  0.964  1.91e-09  True	|  2.02e+10  520 
 0479  2.01e+07  4.01e+08  9.39e-02  2.27e+00  0.952  1.91e-09  True	|  2.21e+10  452 
 0480  1.67e+07  4.04e+08  2.67e-02  1.42e+00  0.960  3.82e-09  True	|  1.65e+10  714 
 0481  1.30e+07  4.07e+08  1.35e-02  1.63e+00  0.969  1.91e-09  True	|  1.97e+10  538 
 0482  1.26e+07  4.08e+08  1.94e-02  1.93e+00  0.970  3.82e-09  True	|  9.53e+09  1576 
 0483  9.90e+06  4.09e+08  3.06e-02  1.17e+00  0.976  1.91e-09  True	|  1.61e+10  736 
 0484  8.34e+06  4.11e+08  1.87e-02  2.28e+00  0.980  3.82e-09  True	|  2.47e+10  381 
 0485  8.41e+06  4.10e+08  1.19e-02  1.47e+00  0.980  1.91e-09  True	|  1.75e+10  648 
 0486  8.67e+06  4.09e+08  1.42e-02  4.98e+00  0.979  3.82e-09  True	|  2.99e+10  275 
 0487  3.50e+07  3.83e+08  4.86e-02  1.46e+00  0.916  1.91e-09  True	|  4.81e+10  123 
 0488  1.66e+07  4.01e+08  2.64e-02  1.89e+00  0.960  1.15e-08  False	|  6.36e+10  76 
 0489  1.47e+07  4.03e+08  3.43e-02  2.43e+00  0.965  1.91e-09  True	|  1.36e+10  941 
 0490  1.20e+07  4.05e+08  5.87e-02  1.85e+00  0.971  1.91e-09  True	|  1.64e+10  717 
 0491  1.50e+07  4.02e+08  3.73e-02  3.10e+00  0.964  3.82e-09  True	|  1.88e+10  576 
 0492  1.38e+07  4.03e+08  3.05e-02  2.26e+00  0.967  3.82e-09  True	|  1.68e+10  684 
 0493  1.32e+07  4.04e+08  6.62e-02  1.90e+00  0.968  3.82e-09  True	|  1.45e+10  860 
 0494  2.10e+07  3.96e+08  2.43e-01  1.79e+00  0.950  1.91e-09  True	|  2.22e+10  447 
 0495  1.08e+07  4.05e+08  2.77e-02  1.50e+00  0.974  3.82e-09  True	|  2.16e+10  470 
 0496  1.91e+07  3.96e+08  1.50e-02  2.56e+00  0.954  7.64e-09  True	|  2.08e+10  500 
 0497  2.35e+07  3.90e+08  2.97e-02  1.55e+00  0.943  1.91e-09  True	|  3.19e+10  245 
 0498  1.73e+07  3.96e+08  2.61e-02  2.51e+00  0.958  1.91e-09  True	|  3.63e+10  194 
 0499  1.02e+07  4.03e+08  2.28e-02  2.31e+00  0.975  1.91e-09  True	|  1.32e+10  986 
 0500  8.23e+06  4.04e+08  1.18e-02  1.53e+00  0.980  1.91e-09  True	|  2.37e+10  407 
 0501  1.09e+07  4.01e+08  9.18e-02  1.76e+00  0.974  3.82e-09  True	|  2.51e+10  370 
 0502  1.53e+07  3.96e+08  5.64e-02  1.37e+00  0.963  1.91e-09  True	|  1.74e+10  652 
 0503  1.44e+07  3.96e+08  3.17e-02  2.29e+00  0.965  3.82e-09  False	|  1.11e+11  25 
 0504  2.65e+07  3.81e+08  5.09e-02  1.83e+00  0.935  1.91e-09  True	|  2.10e+10  490 
 0505  1.03e+07  3.97e+08  1.07e-02  1.23e+00  0.975  1.91e-09  True	|  2.74e+10  321 
 0506  8.07e+06  3.99e+08  3.41e-02  2.02e+00  0.980  9.55e-09  True	|  2.79e+10  312 
 0507  8.48e+06  3.97e+08  1.99e-02  1.56e+00  0.979  3.82e-09  False	|  4.82e+10  122 
 0508  1.47e+07  3.91e+08  3.67e-02  2.33e+00  0.964  1.91e-09  True	|  1.53e+10  786 
 0509  1.06e+07  3.95e+08  6.49e-02  1.92e+00  0.974  1.91e-09  True	|  2.25e+10  437 
 0510  1.29e+07  3.92e+08  8.16e-03  3.24e+00  0.968  1.91e-09  True	|  2.05e+10  513 
 0511  9.64e+06  3.95e+08  1.46e-01  1.92e+00  0.976  5.73e-09  True	|  1.63e+10  721 
 0512  2.30e+07  3.81e+08  1.09e-01  1.95e+00  0.943  1.91e-08  False	|  5.32e+11  3 
 0513  1.07e+07  3.93e+08  5.03e-02  4.34e+00  0.974  1.91e-09  True	|  1.44e+10  862 
 0514  1.53e+07  3.88e+08  5.90e-02  2.02e+00  0.962  1.34e-08  False	|  2.97e+11  5 
 0515  1.27e+07  3.90e+08  3.06e-02  2.62e+00  0.969  1.91e-09  True	|  1.26e+10  1062 
 0516  3.43e+07  3.69e+08  8.55e-02  2.45e+00  0.915  1.91e-09  True	|  3.36e+10  220 
 0517  1.52e+07  3.87e+08  8.27e-02  2.33e+00  0.962  3.82e-09  True	|  3.43e+10  208 
 0518  1.09e+07  3.91e+08  6.10e-02  2.29e+00  0.973  1.91e-09  True	|  1.70e+10  673 
 0519  2.57e+07  3.76e+08  5.07e-02  2.61e+00  0.936  1.91e-09  True	|  2.40e+10  402 
 0520  9.49e+06  3.90e+08  6.90e-02  2.34e+00  0.976  3.82e-09  True	|  1.34e+10  965 
 0521  7.95e+06  3.91e+08  1.25e-02  1.78e+00  0.980  1.91e-09  True	|  1.88e+10  573 
 0522  9.23e+06  3.89e+08  1.29e-02  3.48e+00  0.977  1.91e-09  True	|  1.05e+10  1349 
 0523  9.27e+06  3.88e+08  4.85e-02  1.69e+00  0.977  1.34e-08  False	|  2.79e+11  6 
 0524  9.20e+06  3.87e+08  2.78e-02  1.87e+00  0.977  1.91e-09  True	|  1.24e+10  1090 
 0525  9.47e+06  3.86e+08  6.91e-03  1.67e+00  0.976  1.91e-09  True	|  9.36e+09  1608 
 0526  8.16e+06  3.87e+08  2.16e-02  2.54e+00  0.979  1.91e-09  True	|  1.47e+10  834 
 0527  1.69e+07  3.78e+08  4.96e-02  1.92e+00  0.957  3.82e-09  False	|  3.43e+10  208 
 0528  2.46e+07  3.70e+08  6.80e-02  3.70e+00  0.938  1.91e-09  True	|  3.05e+10  264 
 0529  1.84e+07  3.75e+08  5.00e-02  1.58e+00  0.953  5.73e-09  False	|  2.05e+11  9 
 0530  9.07e+06  3.84e+08  1.41e-02  2.12e+00  0.977  9.55e-09  False	|  1.83e+11  12 
 0531  1.21e+07  3.81e+08  4.39e-02  1.78e+00  0.969  3.82e-09  True	|  1.46e+10  837 
 0532  1.17e+07  3.78e+08  2.50e-02  1.52e+00  0.970  5.73e-09  False	|  5.17e+10  107 
 0533  2.15e+07  3.67e+08  3.08e-01  1.72e+00  0.945  1.91e-09  True	|  2.37e+10  409 
 0534  9.29e+06  3.79e+08  1.69e-02  1.14e+00  0.976  1.91e-09  True	|  1.03e+10  1387 
 0535  1.65e+07  3.72e+08  1.93e-02  2.26e+00  0.958  3.82e-09  False	|  4.78e+10  125 
 0536  1.58e+07  3.73e+08  2.77e-02  2.47e+00  0.959  1.91e-09  True	|  2.54e+10  362 
 0537  1.62e+07  3.71e+08  4.82e-02  2.03e+00  0.958  1.91e-09  True	|  2.00e+10  525 
 0538  2.08e+07  3.67e+08  3.88e-02  2.43e+00  0.946  2.29e-08  False	|  1.21e+12  0 
 0539  1.06e+07  3.77e+08  4.02e-02  1.17e+00  0.973  1.91e-09  True	|  2.37e+10  408 
 0540  9.93e+06  3.77e+08  3.95e-02  2.45e+00  0.974  1.91e-09  True	|  1.87e+10  581 
 0541  1.41e+07  3.72e+08  2.69e-02  1.93e+00  0.964  1.91e-09  True	|  4.77e+10  126 
 0542  8.20e+06  3.78e+08  1.54e-02  2.21e+00  0.979  1.91e-09  True	|  9.89e+09  1487 
 0543  1.03e+07  3.73e+08  2.90e-02  2.71e+00  0.973  1.91e-09  True	|  2.86e+10  301 
 0544  9.16e+06  3.75e+08  2.33e-02  1.58e+00  0.976  1.91e-09  True	|  1.52e+10  799 
 0545  3.25e+07  3.51e+08  2.54e-02  1.43e+00  0.915  3.82e-09  True	|  1.43e+10  874 
 0546  1.02e+07  3.72e+08  2.54e-02  2.55e+00  0.973  1.91e-09  True	|  1.78e+10  625 
 0547  2.03e+07  3.62e+08  2.39e-02  1.53e+00  0.947  5.73e-09  True	|  1.44e+10  870 
 0548  8.00e+06  3.74e+08  2.16e-02  1.52e+00  0.979  1.91e-09  True	|  9.51e+09  1581 
 0549  1.65e+07  3.65e+08  4.26e-02  1.91e+00  0.957  5.73e-09  True	|  2.24e+10  442 
 0550  1.58e+07  3.65e+08  3.03e-02  1.35e+00  0.959  3.82e-09  True	|  1.73e+10  658 
 0551  8.13e+06  3.72e+08  4.71e-02  2.02e+00  0.979  1.91e-09  True	|  1.52e+10  798 
 0552  2.37e+07  3.57e+08  1.61e-01  2.28e+00  0.938  1.91e-09  True	|  2.88e+10  294 
 0553  8.27e+06  3.72e+08  3.24e-02  1.44e+00  0.978  1.91e-09  True	|  9.35e+09  1612 
 0554  9.71e+06  3.70e+08  1.45e-02  1.51e+00  0.974  7.64e-09  True	|  1.54e+10  779 
 0555  9.76e+06  3.68e+08  2.70e-02  2.63e+00  0.974  1.91e-09  True	|  1.48e+10  821 
 0556  1.28e+07  3.64e+08  8.35e-02  1.60e+00  0.966  5.73e-09  False	|  2.05e+11  9 
 0557  1.62e+07  3.60e+08  5.18e-02  2.36e+00  0.957  1.91e-09  True	|  3.05e+10  263 
 0558  2.58e+07  3.50e+08  4.94e-02  1.12e+00  0.931  1.91e-09  True	|  2.72e+10  326 
 0559  1.06e+07  3.65e+08  7.37e-02  2.22e+00  0.972  1.91e-09  True	|  1.52e+10  800 
 0560  9.99e+06  3.65e+08  3.33e-02  1.11e+00  0.973  5.73e-09  True	|  2.28e+10  425 
 0561  1.13e+07  3.63e+08  9.63e-03  1.68e+00  0.970  5.73e-09  True	|  2.45e+10  384 
 0562  8.96e+06  3.65e+08  7.89e-02  1.79e+00  0.976  1.91e-09  True	|  1.88e+10  568 
 0563  1.21e+07  3.62e+08  2.06e-02  1.89e+00  0.968  1.91e-09  True	|  1.43e+10  876 
 0564  8.58e+06  3.65e+08  9.83e-03  1.91e+00  0.977  1.53e-08  True	|  1.17e+10  1184 
 0565  8.26e+06  3.65e+08  4.22e-02  1.16e+00  0.978  5.73e-09  True	|  9.51e+09  1583 
 0566  9.67e+06  3.63e+08  2.21e-02  2.38e+00  0.974  3.82e-09  False	|  3.17e+10  246 
 0567  2.20e+07  3.50e+08  3.53e-02  2.32e+00  0.941  1.91e-09  True	|  3.28e+10  233 
 0568  1.07e+07  3.60e+08  3.69e-02  1.55e+00  0.971  1.91e-09  True	|  1.09e+10  1298 
 0569  1.38e+07  3.57e+08  2.16e-02  1.61e+00  0.963  3.82e-09  False	|  4.13e+10  165 
 0570  1.24e+07  3.58e+08  8.65e-02  1.86e+00  0.967  1.91e-09  True	|  3.41e+10  212 
 0571  2.40e+07  3.46e+08  4.21e-02  1.28e+00  0.935  3.82e-09  True	|  2.21e+10  451 
 0572  9.66e+06  3.60e+08  5.35e-02  3.16e+00  0.974  1.91e-09  True	|  1.66e+10  703 
 0573  1.26e+07  3.57e+08  1.93e-02  1.64e+00  0.966  1.91e-09  True	|  1.02e+10  1410 
 0574  9.29e+06  3.60e+08  5.23e-03  1.79e+00  0.975  1.91e-09  True	|  1.62e+10  731 
 0575  1.10e+07  3.58e+08  2.13e-02  2.38e+00  0.970  3.82e-09  True	|  1.38e+10  922 
 0576  1.57e+07  3.53e+08  1.63e-02  2.13e+00  0.958  1.91e-09  True	|  1.53e+10  782 
 0577  9.43e+06  3.59e+08  6.46e-03  2.86e+00  0.974  1.91e-09  True	|  2.40e+10  397 
 0578  1.40e+07  3.53e+08  2.73e-02  1.92e+00  0.962  1.91e-09  True	|  2.50e+10  371 
 0579  1.60e+07  3.51e+08  2.62e-02  2.32e+00  0.956  1.91e-09  True	|  1.58e+10  752 
 0580  3.35e+07  3.33e+08  6.42e-02  1.83e+00  0.909  1.91e-09  True	|  2.98e+10  278 
 0581  1.23e+07  3.54e+08  2.43e-02  1.60e+00  0.966  5.73e-09  True	|  3.04e+10  267 
 0582  8.62e+06  3.57e+08  2.17e-02  1.44e+00  0.976  1.91e-09  True	|  1.44e+10  864 
 0583  1.18e+07  3.52e+08  1.60e-02  2.45e+00  0.968  3.82e-09  True	|  1.29e+10  1023 
 0584  1.06e+07  3.53e+08  6.82e-02  2.21e+00  0.971  1.91e-09  True	|  1.29e+10  1032 
 0585  8.86e+06  3.54e+08  1.29e-02  1.54e+00  0.976  1.91e-09  True	|  1.26e+10  1070 
 0586  1.13e+07  3.51e+08  4.14e-02  1.36e+00  0.969  1.91e-09  True	|  1.95e+10  544 
 0587  1.20e+07  3.50e+08  4.11e-02  1.59e+00  0.967  7.64e-09  False	|  9.08e+10  34 
 0588  1.25e+07  3.49e+08  4.19e-02  2.45e+00  0.965  1.91e-09  True	|  1.66e+10  708 
 0589  1.24e+07  3.50e+08  3.05e-02  1.09e+00  0.966  1.91e-09  True	|  1.05e+10  1350 
 0590  1.31e+07  3.48e+08  9.33e-02  2.44e+00  0.964  1.91e-09  True	|  1.76e+10  635 
 0591  1.01e+07  3.51e+08  1.43e-02  1.80e+00  0.972  3.82e-09  False	|  3.44e+10  207 
 0592  1.37e+07  3.47e+08  2.09e-02  2.29e+00  0.962  3.82e-09  True	|  1.63e+10  724 
 0593  9.06e+06  3.52e+08  2.04e-02  2.79e+00  0.975  1.91e-09  True	|  1.87e+10  579 
 0594  1.80e+07  3.43e+08  5.88e-02  1.01e+00  0.950  5.73e-09  False	|  5.86e+10  86 
 0595  9.52e+06  3.51e+08  9.11e-03  2.13e+00  0.974  1.91e-09  True	|  1.06e+10  1338 
 0596  1.57e+07  3.44e+08  2.77e-02  1.82e+00  0.956  1.91e-09  True	|  1.03e+10  1393 
 0597  8.31e+06  3.51e+08  6.73e-03  1.55e+00  0.977  1.91e-09  True	|  1.41e+10  900 
 0598  3.05e+07  3.29e+08  4.07e-02  1.75e+00  0.915  1.91e-09  True	|  2.62e+10  348 
 0599  2.64e+07  3.33e+08  6.79e-02  2.30e+00  0.926  1.91e-09  True	|  1.73e+10  656 
 0600  9.14e+06  3.50e+08  5.11e-03  1.74e+00  0.975  1.91e-09  True	|  1.17e+10  1182 
 0601  8.23e+06  3.51e+08  7.25e-03  2.05e+00  0.977  1.91e-09  True	|  7.66e+09  2145 
 0602  1.25e+07  3.46e+08  4.28e-02  1.64e+00  0.965  1.91e-09  True	|  1.28e+10  1049 
 0603  1.48e+07  3.44e+08  2.91e-02  1.58e+00  0.959  1.91e-09  True	|  2.41e+10  395 
 0604  2.38e+07  3.33e+08  5.93e-02  1.34e+00  0.933  1.91e-09  True	|  3.05e+10  265 
 0605  1.08e+07  3.46e+08  9.88e-03  1.14e+00  0.970  1.91e-09  True	|  1.25e+10  1079 
 0606  9.22e+06  3.47e+08  7.60e-02  1.42e+00  0.974  1.91e-09  True	|  2.32e+10  420 
 0607  1.18e+07  3.44e+08  8.86e-03  1.67e+00  0.967  3.82e-09  True	|  1.29e+10  1028 
 0608  1.49e+07  3.40e+08  7.20e-02  1.45e+00  0.958  3.82e-09  True	|  4.96e+10  116 
 0609  7.86e+06  3.47e+08  8.54e-03  1.82e+00  0.978  1.91e-09  True	|  8.40e+09  1895 
 0610  7.31e+06  3.47e+08  3.60e-03  1.93e+00  0.979  1.91e-09  True	|  1.61e+10  735 
 0611  1.94e+07  3.35e+08  3.01e-02  1.18e+00  0.945  1.91e-09  True	|  1.93e+10  555 
 0612  9.45e+06  3.44e+08  1.00e-02  1.62e+00  0.973  3.82e-09  False	|  3.58e+10  200 
 0613  8.66e+06  3.45e+08  2.02e-02  2.97e+00  0.975  1.91e-09  True	|  1.78e+10  624 
 0614  1.74e+07  3.35e+08  2.39e-02  1.64e+00  0.951  1.91e-09  True	|  1.70e+10  674 
 0615  9.48e+06  3.43e+08  4.94e-02  3.64e+00  0.973  1.91e-09  True	|  1.59e+10  746 
 0616  4.35e+07  3.08e+08  8.16e-02  1.20e+00  0.876  1.91e-09  True	|  2.45e+10  382 
 0617  1.60e+07  3.35e+08  4.46e-02  1.56e+00  0.954  5.73e-09  True	|  4.10e+10  167 
 0618  8.44e+06  3.43e+08  3.41e-02  2.19e+00  0.976  1.91e-09  True	|  3.06e+10  261 
 0619  1.25e+07  3.37e+08  2.28e-02  3.02e+00  0.964  3.82e-09  True	|  1.03e+10  1378 
 0620  1.45e+07  3.35e+08  4.89e-01  1.56e+00  0.958  1.91e-09  True	|  1.65e+10  712 
 0621  8.87e+06  3.40e+08  4.52e-02  1.33e+00  0.975  1.91e-09  True	|  1.28e+10  1039 
 0622  1.32e+07  3.36e+08  2.27e-02  1.45e+00  0.962  1.91e-09  True	|  1.39e+10  914 
 0623  8.64e+06  3.40e+08  2.34e-02  1.80e+00  0.975  1.91e-09  True	|  2.21e+10  453 
 0624  9.93e+06  3.39e+08  1.50e-02  1.45e+00  0.972  1.91e-09  True	|  9.28e+09  1628 
 0625  1.34e+07  3.35e+08  1.75e-02  2.57e+00  0.962  1.91e-09  True	|  1.63e+10  726 
 0626  1.58e+07  3.32e+08  2.81e-02  1.86e+00  0.955  1.91e-09  True	|  2.24e+10  441 
 0627  2.10e+07  3.26e+08  3.80e-02  1.45e+00  0.940  1.91e-09  True	|  9.35e+09  1611 
 0628  1.67e+07  3.29e+08  2.02e-02  1.63e+00  0.952  1.91e-09  True	|  1.57e+10  756 
 0629  1.82e+07  3.24e+08  2.52e-02  1.54e+00  0.947  1.91e-09  True	|  2.66e+10  340 
 0630  7.75e+06  3.33e+08  1.43e-02  1.37e+00  0.977  3.82e-09  False	|  3.08e+10  257 
 0631  1.85e+07  3.21e+08  1.11e-02  2.03e+00  0.946  3.82e-09  True	|  1.35e+10  948 
 0632  9.42e+06  3.30e+08  2.21e-02  2.55e+00  0.972  1.91e-09  True	|  1.29e+10  1021 
 0633  2.76e+07  3.12e+08  2.69e-02  1.33e+00  0.919  1.91e-09  True	|  2.20e+10  458 
 0634  9.42e+06  3.29e+08  7.83e-03  2.86e+00  0.972  3.82e-09  True	|  2.24e+10  440 
 0635  1.35e+07  3.25e+08  2.85e-02  2.12e+00  0.960  1.91e-09  True	|  1.32e+10  982 
 0636  9.78e+06  3.28e+08  1.54e-02  1.40e+00  0.971  1.91e-09  True	|  9.32e+09  1620 
 0637  8.08e+06  3.29e+08  1.27e-02  2.20e+00  0.976  1.91e-09  True	|  1.02e+10  1400 
 0638  9.86e+06  3.27e+08  2.11e-02  1.86e+00  0.971  1.91e-09  True	|  7.89e+09  2056 
 0639  1.08e+07  3.25e+08  2.72e-02  1.65e+00  0.968  1.91e-09  True	|  1.64e+10  720 
 0640  1.35e+07  3.22e+08  1.71e-02  1.75e+00  0.960  1.91e-09  True	|  2.09e+10  496 
 0641  8.73e+06  3.27e+08  2.79e-02  1.76e+00  0.974  1.91e-09  True	|  1.25e+10  1080 
 0642  7.63e+06  3.28e+08  1.15e-02  2.78e+00  0.977  1.91e-09  True	|  1.55e+10  768 
 0643  1.27e+07  3.22e+08  3.06e-02  2.36e+00  0.962  9.55e-09  False	|  2.79e+10  312 
 0644  2.25e+07  3.11e+08  1.38e-02  2.24e+00  0.933  5.73e-09  False	|  9.20e+10  33 
 0645  1.43e+07  3.19e+08  1.28e-02  1.57e+00  0.957  1.91e-09  True	|  1.21e+10  1127 
 0646  1.86e+07  3.14e+08  2.92e-02  1.36e+00  0.944  3.82e-09  True	|  2.04e+10  514 
 0647  9.78e+06  3.23e+08  4.00e-02  1.26e+00  0.971  3.82e-09  True	|  7.18e+09  2346 
 0648  1.40e+07  3.18e+08  3.97e-02  3.25e+00  0.958  1.91e-09  True	|  2.05e+10  509 
 0649  1.07e+07  3.21e+08  1.86e-02  1.75e+00  0.968  3.82e-09  True	|  1.31e+10  996 
 0650  1.06e+07  3.19e+08  2.69e-02  1.94e+00  0.968  1.91e-09  True	|  1.76e+10  639 
 0651  2.68e+07  3.02e+08  1.16e-01  2.15e+00  0.919  5.73e-09  True	|  2.48e+10  378 
 0652  1.37e+07  3.15e+08  1.78e-01  1.82e+00  0.958  1.91e-09  True	|  3.32e+10  229 
 0653  3.19e+07  2.96e+08  5.01e-02  1.75e+00  0.903  1.91e-09  True	|  2.35e+10  415 
 0654  8.26e+06  3.19e+08  1.59e-02  4.97e+00  0.975  1.91e-09  True	|  1.84e+10  591 
 0655  8.09e+06  3.19e+08  5.56e-03  3.27e+00  0.975  1.91e-09  True	|  1.28e+10  1036 
 0656  9.04e+06  3.17e+08  2.60e-02  2.03e+00  0.972  3.82e-09  True	|  1.33e+10  968 
 0657  2.51e+07  2.99e+08  5.25e-02  1.79e+00  0.923  1.91e-09  True	|  2.03e+10  518 
 0658  8.55e+06  3.15e+08  8.45e-03  2.48e+00  0.974  3.82e-09  True	|  1.21e+10  1126 
 0659  6.21e+07  2.61e+08  6.31e-02  2.42e+00  0.808  2.29e-08  False	|  1.21e+12  0 
 0660  9.17e+06  3.14e+08  1.61e-02  1.77e+00  0.972  1.72e-08  False	|  5.32e+11  3 
 0661  2.49e+07  2.98e+08  1.50e-01  1.53e+00  0.923  3.82e-09  False	|  5.60e+10  93 
 0662  1.87e+07  3.04e+08  8.07e-02  1.56e+00  0.942  1.91e-09  True	|  1.64e+10  716 
 0663  9.91e+06  3.13e+08  2.71e-02  1.74e+00  0.969  5.73e-09  True	|  1.46e+10  841 
 0664  1.14e+07  3.11e+08  9.16e-03  1.53e+00  0.965  1.91e-09  True	|  9.96e+09  1470 
 0665  1.04e+07  3.12e+08  3.35e-02  1.65e+00  0.968  3.82e-09  False	|  4.75e+10  129 
 0666  3.00e+07  2.91e+08  4.29e-02  1.62e+00  0.907  1.91e-09  True	|  2.32e+10  418 
 0667  2.14e+07  2.99e+08  4.08e-02  1.38e+00  0.933  1.91e-09  True	|  1.29e+10  1024 
 0668  1.67e+07  3.04e+08  2.48e-02  1.30e+00  0.948  3.82e-09  True	|  1.04e+10  1370 
 0669  7.96e+06  3.12e+08  1.47e-02  3.63e+00  0.975  3.82e-09  True	|  7.07e+09  2405 
 0670  7.78e+06  3.11e+08  1.24e-02  1.19e+00  0.976  1.91e-09  True	|  1.12e+10  1237 
 0671  1.08e+07  3.07e+08  2.84e-02  1.25e+00  0.966  3.82e-09  True	|  2.39e+10  403 
 0672  8.09e+06  3.10e+08  1.82e-02  1.30e+00  0.975  1.91e-09  True	|  1.22e+10  1105 
 0673  1.26e+07  3.05e+08  5.75e-02  9.99e-01  0.960  1.91e-09  True	|  1.36e+10  943 
 0674  1.01e+07  3.07e+08  2.82e-02  2.00e+00  0.968  5.73e-09  False	|  2.12e+11  8 
 0675  9.16e+06  3.08e+08  4.99e-02  1.90e+00  0.971  7.64e-09  False	|  6.22e+10  77 
 0676  9.11e+06  3.08e+08  1.52e-02  2.73e+00  0.971  1.91e-09  True	|  1.08e+10  1304 
 0677  3.02e+07  2.86e+08  1.89e-01  2.25e+00  0.904  1.91e-09  True	|  2.91e+10  290 
 0678  1.49e+07  3.01e+08  3.79e-02  1.98e+00  0.953  7.64e-09  True	|  4.45e+10  143 
 0679  7.77e+06  3.06e+08  4.42e-03  1.89e+00  0.975  3.82e-09  True	|  7.49e+09  2211 
 0680  9.85e+06  3.04e+08  5.60e-03  2.00e+00  0.969  1.91e-09  True	|  9.81e+09  1509 
 0681  2.97e+07  2.84e+08  4.51e-02  1.85e+00  0.905  1.91e-09  True	|  2.57e+10  356 
 0682  8.40e+06  3.05e+08  7.56e-03  1.20e+00  0.973  1.91e-09  True	|  1.07e+10  1324 
 0683  7.66e+06  3.06e+08  1.03e-02  1.71e+00  0.976  1.91e-09  True	|  1.23e+10  1099 
 0684  1.45e+07  2.99e+08  3.02e-02  2.31e+00  0.954  1.91e-09  True	|  3.05e+10  266 
 0685  9.29e+06  3.04e+08  2.70e-03  2.21e+00  0.970  5.73e-09  True	|  1.18e+10  1153 
 0686  1.14e+07  3.02e+08  4.88e-02  3.21e+00  0.964  3.82e-09  True	|  2.25e+10  436 
 0687  1.44e+07  2.99e+08  8.77e-02  1.70e+00  0.954  1.91e-09  True	|  1.98e+10  534 
 0688  1.09e+07  3.02e+08  1.38e-02  1.40e+00  0.965  1.91e-09  True	|  1.10e+10  1276 
 0689  4.88e+07  2.64e+08  7.61e-02  2.58e+00  0.844  3.82e-09  True	|  3.53e+10  202 
 0690  1.38e+07  2.98e+08  4.04e-02  2.00e+00  0.956  1.91e-09  True	|  1.89e+10  567 
 0691  7.69e+06  3.04e+08  1.19e-02  1.59e+00  0.975  1.91e-09  True	|  9.32e+09  1619 
 0692  1.53e+07  2.96e+08  2.28e-02  2.93e+00  0.951  5.73e-09  True	|  1.46e+10  835 
 0693  2.10e+07  2.90e+08  4.31e-02  1.07e+00  0.933  1.91e-09  True	|  1.41e+10  891 
 0694  1.03e+07  3.00e+08  1.06e-02  1.77e+00  0.967  1.91e-09  True	|  9.66e+09  1545 
 0695  2.17e+07  2.88e+08  6.12e-02  2.42e+00  0.930  1.91e-09  True	|  2.06e+10  506 
 0696  9.53e+06  3.00e+08  5.62e-02  9.63e-01  0.969  1.91e-09  True	|  1.73e+10  654 
 0697  1.12e+07  2.98e+08  2.51e-02  1.62e+00  0.964  3.82e-09  False	|  2.87e+10  296 
 0698  1.70e+07  2.91e+08  2.38e-02  1.52e+00  0.945  1.91e-09  True	|  2.65e+10  343 
 0699  1.51e+07  2.93e+08  3.64e-02  1.45e+00  0.951  1.91e-09  True	|  1.44e+10  866 
 0700  7.77e+06  3.00e+08  8.74e-03  1.59e+00  0.975  3.82e-09  True	|  1.13e+10  1229 
 0701  9.42e+06  2.98e+08  3.56e-02  1.18e+00  0.969  1.91e-09  True	|  1.65e+10  709 
 0702  1.30e+07  2.93e+08  3.76e-02  2.46e+00  0.957  1.91e-09  True	|  1.22e+10  1108 
 0703  8.53e+06  2.97e+08  2.09e-02  9.77e-01  0.972  5.73e-09  True	|  8.01e+09  2017 
 0704  1.05e+07  2.94e+08  3.78e-02  2.19e+00  0.966  1.91e-09  True	|  1.26e+10  1064 
 0705  1.25e+07  2.92e+08  2.90e-02  1.39e+00  0.959  1.91e-09  True	|  9.70e+09  1538 
 0706  1.73e+07  2.87e+08  6.79e-02  1.94e+00  0.943  1.91e-09  True	|  2.38e+10  405 
 0707  1.30e+07  2.91e+08  8.38e-03  1.18e+00  0.957  1.91e-09  True	|  1.19e+10  1142 
 0708  1.18e+07  2.92e+08  5.06e-02  1.99e+00  0.961  1.91e-09  True	|  2.32e+10  419 
 0709  7.70e+06  2.95e+08  1.02e-02  1.18e+00  0.975  3.82e-09  True	|  8.47e+09  1876 
 0710  2.24e+07  2.79e+08  9.05e-02  1.84e+00  0.926  7.64e-09  False	|  8.81e+10  39 
 0711  9.03e+06  2.92e+08  1.43e-02  1.44e+00  0.970  3.82e-09  True	|  6.42e+09  2740 
 0712  8.39e+06  2.92e+08  1.76e-02  2.00e+00  0.972  1.91e-09  True	|  7.90e+09  2052 
 0713  9.36e+06  2.91e+08  4.90e-02  1.22e+00  0.969  1.91e-09  True	|  1.09e+10  1279 
 0714  1.20e+07  2.87e+08  1.51e-02  1.99e+00  0.960  5.73e-09  False	|  6.96e+10  61 
 0715  4.12e+07  2.58e+08  8.19e-02  1.09e+00  0.863  3.82e-09  True	|  2.75e+10  318 
 0716  9.96e+06  2.89e+08  2.68e-02  1.52e+00  0.967  5.73e-09  False	|  7.59e+10  52 
 0717  1.10e+07  2.88e+08  2.44e-02  8.16e-01  0.963  1.91e-09  True	|  1.11e+10  1247 
