Info on the massive 1146 galaxies across all haloes: 

## Largest 1146 galaxies
## from: /disk01/rad/sim/m25n1024/s50/Groups/m25n1024_036.hdf5
## 1146 @ z=5.930

 ID    Mstar     Mgas      SFR       r         fgas   nrho      Central	|  Mhalo     HID
 0233  1.27e+07  6.77e+08  2.89e-02  1.81e+00  0.982  5.73e-09  False	|  7.68e+10  51 
 0234  9.56e+06  6.79e+08  2.60e-02  3.49e+00  0.986  3.82e-09  True	|  3.64e+10  193 
 0235  5.38e+07  6.34e+08  1.78e-01  2.05e+00  0.922  1.91e-09  True	|  2.85e+10  302 
 0236  1.90e+07  6.69e+08  3.01e-02  1.65e+00  0.972  1.91e-09  True	|  2.85e+10  305 
 0237  4.50e+07  6.42e+08  2.81e-01  3.96e+00  0.935  5.73e-09  True	|  5.20e+10  104 
 0238  2.77e+07  6.58e+08  9.34e-02  2.53e+00  0.960  3.82e-09  True	|  2.80e+10  308 
 0239  1.94e+07  6.66e+08  1.26e-01  2.44e+00  0.972  1.91e-09  True	|  2.29e+10  424 
 0240  2.61e+07  6.59e+08  5.82e-02  3.11e+00  0.962  3.82e-09  True	|  3.39e+10  215 
 0241  2.81e+07  6.56e+08  9.51e-02  1.90e+00  0.959  3.82e-09  True	|  3.07e+10  259 
 0242  1.32e+07  6.69e+08  3.38e-02  3.12e+00  0.981  1.91e-09  True	|  2.41e+10  394 
 0243  1.18e+07  6.70e+08  3.10e-02  1.96e+00  0.983  1.91e-09  True	|  2.50e+10  372 
 0244  1.61e+07  6.62e+08  6.95e-02  3.35e+00  0.976  1.34e-08  False	|  2.79e+11  6 
 0245  3.28e+07  6.45e+08  1.94e-01  5.16e+00  0.952  5.73e-09  False	|  8.52e+10  44 
 0246  9.09e+06  6.68e+08  1.71e-02  2.30e+00  0.987  1.91e-09  True	|  1.72e+10  664 
 0247  1.12e+07  6.65e+08  1.04e-01  2.19e+00  0.983  3.82e-09  True	|  2.08e+10  501 
 0248  3.76e+07  6.38e+08  6.93e-02  2.54e+00  0.944  3.82e-09  True	|  3.58e+10  200 
 0249  1.55e+07  6.60e+08  4.19e-02  3.13e+00  0.977  1.91e-09  True	|  3.62e+10  197 
 0250  5.98e+07  6.13e+08  7.97e-02  3.28e+00  0.911  3.82e-09  False	|  1.58e+11  15 
 0251  2.01e+07  6.52e+08  7.56e-02  1.82e+00  0.970  3.82e-09  True	|  2.85e+10  303 
 0252  2.96e+07  6.42e+08  1.15e-01  2.01e+00  0.956  5.73e-09  True	|  4.77e+10  127 
 0253  3.19e+07  6.39e+08  7.02e-02  2.10e+00  0.952  3.82e-09  True	|  5.86e+10  86 
 0254  1.14e+07  6.58e+08  7.04e-02  3.56e+00  0.983  5.73e-09  True	|  2.68e+10  336 
 0255  2.73e+07  6.37e+08  3.98e-02  2.38e+00  0.959  3.82e-09  True	|  1.87e+10  580 
 0256  1.40e+07  6.48e+08  4.61e-02  4.11e+00  0.979  3.82e-09  True	|  3.02e+10  272 
 0257  5.44e+07  6.06e+08  1.79e-01  3.30e+00  0.918  3.82e-09  False	|  9.77e+10  30 
 0258  2.49e+07  6.30e+08  1.74e-01  2.75e+00  0.962  7.64e-09  False	|  1.54e+11  16 
 0259  1.31e+07  6.41e+08  1.36e-02  2.81e+00  0.980  5.73e-09  True	|  1.85e+10  590 
 0260  3.16e+07  6.19e+08  3.03e-02  1.97e+00  0.951  1.91e-09  True	|  2.52e+10  367 
 0261  3.75e+07  6.11e+08  9.06e-02  1.50e+00  0.942  1.91e-09  True	|  2.57e+10  355 
 0262  3.15e+07  6.17e+08  6.08e-02  2.05e+00  0.951  1.91e-09  True	|  1.98e+10  532 
 0263  2.21e+07  6.27e+08  5.57e-02  3.25e+00  0.966  3.82e-09  True	|  4.72e+10  131 
 0264  2.32e+07  6.25e+08  8.05e-02  1.89e+00  0.964  1.91e-09  True	|  5.66e+10  89 
 0265  1.40e+07  6.34e+08  8.01e-02  2.93e+00  0.978  3.82e-09  True	|  2.60e+10  353 
 0266  8.71e+06  6.39e+08  8.50e-03  3.87e+00  0.987  3.82e-09  False	|  3.64e+10  193 
 0267  1.44e+07  6.33e+08  3.28e-02  3.66e+00  0.978  1.91e-09  True	|  1.58e+10  754 
 0268  3.33e+07  6.14e+08  1.11e-01  1.58e+00  0.949  1.91e-09  True	|  3.36e+10  218 
 0269  4.20e+07  6.03e+08  8.28e-02  1.59e+00  0.935  1.91e-09  True	|  3.24e+10  238 
 0270  1.63e+07  6.27e+08  9.62e-02  4.46e+00  0.975  1.91e-09  True	|  2.15e+10  475 
 0271  1.53e+07  6.26e+08  8.21e-02  2.24e+00  0.976  1.91e-09  True	|  1.92e+10  558 
 0272  1.17e+07  6.30e+08  1.42e-02  2.75e+00  0.982  1.91e-09  True	|  2.80e+10  309 
 0273  1.81e+07  6.22e+08  5.96e-02  4.22e+00  0.972  5.73e-09  True	|  6.36e+10  76 
 0274  1.23e+07  6.26e+08  5.98e-02  4.36e+00  0.981  3.82e-09  True	|  2.73e+10  323 
 0275  8.04e+06  6.30e+08  1.38e-02  4.04e+00  0.987  1.91e-09  True	|  1.79e+10  619 
 0276  1.37e+07  6.24e+08  1.78e-02  8.49e+00  0.979  3.82e-09  True	|  5.35e+10  99 
 0277  3.70e+07  6.01e+08  1.24e-01  3.25e+00  0.942  5.73e-09  False	|  1.58e+11  15 
 0278  2.25e+07  6.15e+08  5.25e-02  4.18e+00  0.965  1.91e-09  True	|  2.53e+10  364 
 0279  7.91e+06  6.28e+08  2.15e-02  2.22e+00  0.988  5.73e-09  True	|  4.60e+10  136 
 0280  4.11e+07  5.94e+08  1.01e-01  3.21e+00  0.935  3.82e-09  True	|  2.53e+10  363 
 0281  3.29e+07  6.02e+08  1.67e-01  2.66e+00  0.948  3.82e-09  True	|  4.36e+10  150 
 0282  3.47e+07  6.00e+08  9.94e-02  1.67e+00  0.945  3.82e-09  True	|  5.19e+10  105 
 0283  8.18e+06  6.22e+08  1.75e-02  2.00e+00  0.987  1.91e-09  True	|  1.84e+10  596 
 0284  2.03e+07  6.07e+08  4.95e-02  2.18e+00  0.968  1.91e-09  True	|  1.66e+10  706 
 0285  2.50e+07  5.96e+08  1.07e-01  2.76e+00  0.960  5.73e-09  True	|  8.85e+10  37 
 0286  1.30e+07  6.07e+08  2.24e-02  2.23e+00  0.979  3.82e-09  True	|  3.24e+10  237 
 0287  2.09e+07  5.97e+08  5.27e-02  3.27e+00  0.966  1.91e-09  True	|  1.84e+10  592 
 0288  7.17e+07  5.46e+08  3.32e-01  1.64e+00  0.884  3.82e-09  True	|  4.14e+10  164 
 0289  8.31e+06  6.09e+08  6.63e-02  4.40e+00  0.987  5.73e-09  False	|  6.67e+10  68 
 0290  9.40e+06  6.08e+08  3.21e-02  2.70e+00  0.985  1.91e-09  True	|  1.77e+10  631 
 0291  8.75e+06  6.06e+08  1.78e-02  2.42e+00  0.986  1.91e-09  True	|  9.88e+09  1492 
 0292  1.92e+07  5.89e+08  2.78e-02  2.08e+00  0.968  3.82e-09  True	|  2.48e+10  377 
 0293  4.28e+07  5.64e+08  3.70e-02  3.63e+00  0.929  3.82e-09  True	|  4.31e+10  153 
 0294  1.77e+07  5.87e+08  3.72e-02  1.43e+00  0.971  1.91e-09  True	|  1.25e+10  1078 
 0295  4.52e+07  5.57e+08  1.27e-01  1.39e+00  0.925  1.91e-09  True	|  3.34e+10  226 
 0296  4.27e+07  5.58e+08  6.84e-02  2.23e+00  0.929  1.91e-09  True	|  3.03e+10  270 
 0297  1.39e+07  5.86e+08  2.81e-02  4.69e+00  0.977  1.91e-09  True	|  3.15e+10  247 
 0298  9.80e+06  5.87e+08  3.54e-02  1.97e+00  0.984  5.73e-09  True	|  3.34e+10  225 
 0299  2.43e+07  5.68e+08  6.53e-02  1.99e+00  0.959  3.82e-09  True	|  5.60e+10  93 
 0300  2.55e+07  5.64e+08  2.03e-01  2.73e+00  0.957  1.91e-09  True	|  5.25e+10  102 
 0301  2.01e+07  5.70e+08  6.13e-02  1.30e+00  0.966  1.91e-09  True	|  2.86e+10  298 
 0302  8.01e+06  5.81e+08  2.73e-02  2.22e+00  0.986  1.34e-08  False	|  2.79e+11  6 
 0303  2.80e+07  5.61e+08  3.67e-02  5.99e+00  0.952  3.82e-09  True	|  3.03e+10  269 
 0304  1.22e+07  5.75e+08  2.57e-02  3.12e+00  0.979  3.82e-09  True	|  1.89e+10  566 
 0305  9.80e+06  5.77e+08  3.78e-02  3.63e+00  0.983  1.15e-08  True	|  3.57e+10  201 
 0306  3.06e+07  5.51e+08  8.66e-02  2.82e+00  0.947  3.82e-09  True	|  3.66e+10  189 
 0307  1.10e+07  5.71e+08  1.92e-02  2.09e+00  0.981  1.91e-09  True	|  2.61e+10  349 
 0308  2.99e+07  5.49e+08  1.27e-01  2.45e+00  0.948  5.73e-09  False	|  8.11e+10  47 
 0309  3.04e+07  5.48e+08  6.76e-02  3.74e+00  0.948  1.91e-09  True	|  4.73e+10  130 
 0310  1.64e+07  5.61e+08  9.61e-02  2.20e+00  0.972  3.82e-09  True	|  3.14e+10  248 
 0311  1.54e+07  5.61e+08  1.75e-01  2.37e+00  0.973  7.64e-09  True	|  2.96e+10  283 
 0312  8.14e+06  5.65e+08  2.27e-02  2.65e+00  0.986  1.91e-09  True	|  1.08e+10  1312 
 0313  1.25e+07  5.60e+08  5.41e-02  3.11e+00  0.978  1.91e-09  True	|  2.25e+10  435 
 0314  1.62e+07  5.55e+08  9.41e-03  2.20e+00  0.972  3.82e-09  True	|  1.97e+10  536 
 0315  2.49e+07  5.43e+08  4.84e-02  3.81e+00  0.956  5.73e-09  True	|  3.41e+10  211 
 0316  3.10e+07  5.37e+08  1.21e-01  1.70e+00  0.945  1.91e-09  True	|  2.22e+10  446 
 0317  1.91e+07  5.47e+08  6.89e-02  6.75e+00  0.966  1.72e-08  False	|  5.32e+11  3 
 0318  1.43e+07  5.52e+08  8.46e-02  2.23e+00  0.975  1.91e-09  True	|  1.68e+10  689 
 0319  8.36e+06  5.57e+08  8.03e-03  3.55e+00  0.985  1.91e-09  True	|  2.85e+10  304 
 0320  1.83e+07  5.47e+08  7.08e-02  2.24e+00  0.968  1.91e-09  True	|  2.44e+10  388 
 0321  1.23e+07  5.52e+08  9.17e-02  2.18e+00  0.978  1.91e-09  True	|  1.72e+10  660 
 0322  7.97e+06  5.54e+08  2.97e-02  2.31e+00  0.986  1.91e-09  True	|  2.44e+10  389 
 0323  8.40e+06  5.53e+08  2.85e-02  1.92e+00  0.985  1.91e-09  True	|  1.23e+10  1097 
 0324  3.14e+07  5.30e+08  7.75e-02  2.79e+00  0.944  5.73e-09  True	|  3.49e+10  204 
 0325  3.45e+07  5.24e+08  1.80e-01  2.37e+00  0.938  7.64e-09  False	|  1.95e+11  11 
 0326  1.84e+07  5.40e+08  1.21e-02  1.87e+00  0.967  1.91e-09  True	|  1.90e+10  564 
 0327  1.23e+07  5.45e+08  4.32e-02  2.69e+00  0.978  3.82e-09  True	|  1.81e+10  611 
 0328  8.81e+06  5.47e+08  1.35e-02  2.22e+00  0.984  1.91e-09  True	|  8.81e+09  1766 
 0329  1.67e+07  5.39e+08  4.63e-02  3.05e+00  0.970  3.82e-09  False	|  1.20e+11  22 
 0330  1.12e+07  5.37e+08  3.26e-02  2.38e+00  0.980  5.73e-09  True	|  1.96e+10  543 
 0331  1.22e+07  5.36e+08  1.67e-02  2.29e+00  0.978  5.73e-09  False	|  3.34e+10  225 
 0332  4.55e+07  5.03e+08  5.22e-02  4.35e+00  0.917  3.82e-09  True	|  3.27e+10  235 
 0333  1.21e+07  5.33e+08  4.68e-02  1.75e+00  0.978  3.82e-09  True	|  2.07e+10  505 
 0334  2.82e+07  5.16e+08  8.85e-02  2.71e+00  0.948  3.82e-09  True	|  3.13e+10  250 
 0335  2.86e+07  5.12e+08  5.14e-02  2.25e+00  0.947  1.91e-09  True	|  2.42e+10  392 
 0336  2.61e+07  5.14e+08  7.17e-02  4.34e+00  0.952  3.82e-09  False	|  6.21e+10  78 
 0337  1.50e+07  5.25e+08  4.50e-02  2.12e+00  0.972  5.73e-09  True	|  3.41e+10  213 
 0338  1.73e+07  5.22e+08  1.74e-02  2.14e+00  0.968  1.91e-09  True	|  1.70e+10  671 
 0339  1.36e+07  5.26e+08  1.10e-01  3.62e+00  0.975  1.91e-09  True	|  1.41e+10  901 
 0340  3.06e+07  5.07e+08  1.48e-02  2.36e+00  0.943  1.91e-09  True	|  2.56e+10  357 
 0341  5.65e+07  4.80e+08  8.95e-02  1.95e+00  0.895  1.91e-09  True	|  3.34e+10  227 
 0342  1.37e+07  5.22e+08  3.18e-02  1.49e+00  0.974  1.91e-09  True	|  1.17e+10  1172 
 0343  1.11e+07  5.24e+08  2.49e-02  1.72e+00  0.979  1.91e-09  True	|  2.07e+10  504 
 0344  1.04e+07  5.24e+08  3.09e-02  3.31e+00  0.981  1.91e-09  True	|  2.44e+10  387 
 0345  2.83e+07  5.05e+08  5.51e-02  3.73e+00  0.947  3.82e-09  True	|  3.30e+10  230 
 0346  3.09e+07  5.02e+08  7.46e-02  2.66e+00  0.942  1.91e-09  True	|  3.09e+10  256 
 0347  4.80e+07  4.83e+08  2.68e-01  5.28e+00  0.910  1.91e-09  True	|  4.07e+10  170 
 0348  3.27e+07  4.98e+08  1.37e-01  1.45e+00  0.938  1.91e-09  True	|  3.77e+10  183 
 0349  1.18e+07  5.19e+08  5.98e-02  4.66e+00  0.978  5.73e-09  True	|  2.36e+10  413 
 0350  2.41e+07  5.06e+08  7.38e-02  4.23e+00  0.954  1.91e-09  True	|  2.67e+10  339 
 0351  7.23e+07  4.56e+08  2.11e-01  2.53e+00  0.863  1.91e-09  True	|  3.71e+10  187 
 0352  1.13e+07  5.17e+08  6.45e-03  3.50e+00  0.979  1.91e-09  True	|  1.33e+10  971 
 0353  7.89e+06  5.19e+08  9.68e-03  4.00e+00  0.985  3.82e-09  True	|  1.82e+10  608 
 0354  3.94e+07  4.87e+08  5.25e-02  3.03e+00  0.925  5.73e-09  False	|  7.45e+10  53 
 0355  1.19e+07  5.13e+08  1.47e-02  2.84e+00  0.977  1.91e-09  True	|  2.52e+10  368 
 0356  2.80e+07  4.96e+08  8.02e-02  3.60e+00  0.947  1.91e-09  True	|  2.19e+10  461 
 0357  2.95e+07  4.94e+08  7.16e-02  3.29e+00  0.944  1.34e-08  False	|  2.35e+11  7 
 0358  1.91e+07  5.04e+08  3.16e-02  2.23e+00  0.964  1.91e-09  True	|  2.47e+10  379 
 0359  1.02e+07  5.11e+08  2.73e-02  3.27e+00  0.981  5.73e-09  False	|  8.85e+10  37 
 0360  3.46e+07  4.86e+08  1.25e-01  5.11e+00  0.934  3.82e-09  True	|  3.61e+10  199 
 0361  2.21e+07  4.98e+08  3.29e-02  2.80e+00  0.957  1.91e-09  True	|  3.24e+10  239 
 0362  2.60e+07  4.93e+08  4.74e-02  2.29e+00  0.950  1.91e-09  True	|  2.72e+10  327 
 0363  9.34e+06  5.07e+08  2.24e-02  2.48e+00  0.982  9.55e-09  True	|  1.02e+10  1417 
 0364  1.39e+07  5.02e+08  4.24e-02  2.33e+00  0.973  5.73e-09  False	|  4.92e+10  118 
 0365  1.92e+07  4.96e+08  4.89e-02  2.91e+00  0.963  1.91e-09  True	|  5.47e+10  96 
 0366  2.00e+07  4.95e+08  6.62e-02  2.45e+00  0.961  1.91e-09  True	|  2.32e+10  422 
 0367  1.14e+07  5.03e+08  1.24e-02  2.90e+00  0.978  1.91e-09  True	|  1.61e+10  734 
 0368  1.09e+07  5.03e+08  2.66e-01  2.42e+00  0.979  5.73e-09  False	|  2.12e+11  8 
 0369  2.92e+07  4.84e+08  6.11e-02  1.65e+00  0.943  1.91e-09  True	|  2.49e+10  376 
 0370  1.01e+07  5.02e+08  2.67e-02  2.11e+00  0.980  1.91e-09  True	|  1.75e+10  649 
 0371  1.04e+07  5.01e+08  2.07e-02  2.81e+00  0.980  3.82e-09  False	|  3.02e+10  272 
 0372  9.57e+06  4.99e+08  2.14e-02  2.05e+00  0.981  5.73e-09  False	|  6.08e+10  80 
 0373  5.83e+07  4.50e+08  1.02e-01  1.43e+00  0.885  9.55e-09  True	|  1.50e+11  17 
 0374  1.75e+07  4.91e+08  3.27e-02  1.85e+00  0.966  1.91e-09  True	|  1.24e+10  1086 
 0375  8.88e+06  4.98e+08  1.84e-02  1.57e+00  0.982  1.91e-09  True	|  2.72e+10  325 
 0376  1.93e+07  4.87e+08  3.59e-02  1.87e+00  0.962  9.55e-09  False	|  3.57e+10  201 
 0377  1.36e+07  4.92e+08  1.14e-01  5.01e+00  0.973  1.53e-08  False	|  5.40e+11  2 
 0378  1.78e+07  4.87e+08  2.21e-02  2.10e+00  0.965  1.91e-09  True	|  1.53e+10  785 
 0379  2.83e+07  4.76e+08  9.53e-02  2.64e+00  0.944  3.82e-09  True	|  4.82e+10  122 
 0380  1.55e+07  4.88e+08  4.92e-02  3.73e+00  0.969  1.91e-09  True	|  2.14e+10  476 
 0381  2.77e+07  4.76e+08  5.73e-02  1.76e+00  0.945  3.82e-09  True	|  2.86e+10  299 
 0382  1.21e+07  4.91e+08  2.73e-02  2.47e+00  0.976  1.91e-09  True	|  2.70e+10  331 
 0383  1.18e+07  4.91e+08  9.75e-02  1.56e+00  0.977  1.91e-09  True	|  2.09e+10  495 
 0384  1.14e+07  4.91e+08  2.61e-02  1.61e+00  0.977  3.82e-09  True	|  1.59e+10  743 
 0385  8.50e+06  4.93e+08  1.46e-02  1.76e+00  0.983  5.73e-09  False	|  4.92e+10  118 
 0386  1.94e+07  4.80e+08  5.44e-02  2.72e+00  0.961  1.91e-09  True	|  1.77e+10  629 
 0387  1.84e+07  4.81e+08  2.11e-02  1.66e+00  0.963  9.55e-09  True	|  1.96e+10  541 
 0388  1.13e+07  4.88e+08  2.98e-02  2.00e+00  0.977  1.91e-09  True	|  1.76e+10  634 
 0389  7.51e+07  4.23e+08  1.67e-01  1.24e+00  0.849  1.72e-08  False	|  5.32e+11  3 
 0390  9.92e+06  4.87e+08  1.30e-02  2.86e+00  0.980  1.91e-09  True	|  3.43e+10  209 
 0391  1.31e+07  4.84e+08  3.12e-02  3.43e+00  0.974  5.73e-09  False	|  6.36e+10  76 
 0392  4.84e+07  4.45e+08  9.45e-02  1.48e+00  0.902  1.91e-09  True	|  2.28e+10  427 
 0393  3.40e+07  4.58e+08  6.27e-02  1.59e+00  0.931  3.82e-09  False	|  6.83e+10  66 
 0394  9.47e+06  4.82e+08  4.31e-02  4.49e+00  0.981  1.91e-09  True	|  1.58e+10  751 
 0395  2.36e+07  4.66e+08  5.57e-02  3.39e+00  0.952  1.91e-09  True	|  2.74e+10  322 
 0396  1.38e+07  4.76e+08  2.25e-02  1.47e+00  0.972  3.82e-09  True	|  2.86e+10  300 
 0397  1.46e+07  4.74e+08  3.72e-02  6.56e+00  0.970  5.73e-09  True	|  1.42e+10  879 
 0398  1.10e+07  4.76e+08  2.21e-02  3.18e+00  0.977  3.82e-09  True	|  2.95e+10  285 
 0399  1.34e+07  4.72e+08  2.31e-02  2.94e+00  0.972  5.73e-09  True	|  1.70e+10  678 
 0400  7.59e+06  4.78e+08  3.81e-02  2.63e+00  0.984  5.73e-09  False	|  4.77e+10  127 
 0401  1.20e+07  4.73e+08  4.83e-01  2.53e+00  0.975  1.91e-09  True	|  1.25e+10  1081 
 0402  9.77e+06  4.73e+08  3.48e-02  2.64e+00  0.980  1.91e-09  True	|  3.19e+10  244 
 0403  1.06e+07  4.72e+08  5.82e-03  3.80e+00  0.978  1.91e-09  True	|  1.31e+10  990 
 0404  1.93e+07  4.62e+08  5.96e-02  1.81e+00  0.960  5.73e-09  False	|  1.25e+11  21 
 0405  1.48e+07  4.66e+08  1.39e-02  1.43e+00  0.969  1.91e-09  True	|  1.26e+10  1072 
 0406  1.40e+07  4.66e+08  2.82e-02  1.97e+00  0.971  1.91e-09  True	|  2.36e+10  412 
 0407  9.26e+06  4.71e+08  4.06e-02  1.89e+00  0.981  5.73e-09  True	|  4.79e+09  4057 
 0408  1.93e+07  4.61e+08  3.88e-02  3.56e+00  0.960  3.82e-09  True	|  1.88e+10  569 
 0409  9.46e+06  4.70e+08  1.15e-02  2.25e+00  0.980  1.91e-09  True	|  1.97e+10  537 
 0410  1.43e+07  4.65e+08  2.54e-02  2.10e+00  0.970  1.91e-09  True	|  2.08e+10  498 
 0411  1.17e+07  4.67e+08  6.72e-02  2.68e+00  0.975  1.91e-09  True	|  1.37e+10  939 
 0412  1.30e+07  4.64e+08  2.63e-02  1.62e+00  0.973  1.91e-09  True	|  1.46e+10  843 
 0413  1.55e+07  4.61e+08  6.43e-02  2.20e+00  0.967  1.91e-09  True	|  3.66e+10  192 
 0414  9.45e+06  4.66e+08  2.02e-02  2.29e+00  0.980  3.82e-09  True	|  1.46e+10  838 
 0415  1.35e+07  4.59e+08  1.39e-02  3.75e+00  0.971  1.91e-09  True	|  1.76e+10  633 
 0416  3.50e+07  4.37e+08  4.31e-02  2.55e+00  0.926  5.73e-09  True	|  4.58e+10  137 
 0417  2.67e+07  4.45e+08  3.21e-02  1.79e+00  0.943  1.91e-09  True	|  1.94e+10  550 
 0418  2.70e+07  4.45e+08  7.71e-02  3.71e+00  0.943  1.91e-09  True	|  3.10e+10  254 
 0419  8.73e+06  4.59e+08  3.26e-02  1.53e+00  0.981  1.91e-09  True	|  1.06e+10  1337 
 0420  3.08e+07  4.36e+08  9.73e-02  2.55e+00  0.934  1.91e-09  True	|  3.13e+10  249 
 0421  1.76e+07  4.49e+08  1.95e-01  1.63e+00  0.962  1.15e-08  True	|  1.82e+10  609 
 0422  1.11e+07  4.54e+08  5.86e-02  2.58e+00  0.976  1.34e-08  True	|  2.22e+10  448 
 0423  2.45e+07  4.40e+08  1.01e-01  1.52e+00  0.947  3.82e-09  True	|  4.78e+10  125 
 0424  1.47e+07  4.49e+08  1.97e-02  3.34e+00  0.968  3.82e-09  True	|  3.17e+10  246 
 0425  1.30e+07  4.50e+08  1.55e-02  2.36e+00  0.972  5.73e-09  False	|  7.68e+10  51 
 0426  8.56e+06  4.54e+08  6.37e-03  1.82e+00  0.981  1.91e-09  True	|  1.38e+10  923 
 0427  1.15e+07  4.51e+08  2.63e-02  2.56e+00  0.975  1.91e-09  True	|  1.41e+10  897 
 0428  1.62e+07  4.45e+08  6.85e-02  4.17e+00  0.965  1.91e-09  True	|  2.28e+10  426 
 0429  1.23e+07  4.48e+08  4.22e-02  5.00e+00  0.973  7.64e-09  False	|  8.81e+10  38 
 0430  1.78e+07  4.42e+08  2.16e-02  2.68e+00  0.961  1.91e-09  True	|  1.54e+10  776 
 0431  8.00e+06  4.51e+08  3.53e-02  2.94e+00  0.983  9.55e-09  False	|  1.50e+11  17 
 0432  1.38e+07  4.45e+08  5.39e-02  1.92e+00  0.970  1.91e-09  True	|  1.47e+10  832 
 0433  1.19e+07  4.47e+08  8.10e-03  2.25e+00  0.974  1.91e-09  True	|  1.72e+10  662 
 0434  8.84e+06  4.49e+08  1.66e-02  2.37e+00  0.981  1.91e-09  True	|  2.17e+10  466 
 0435  1.49e+07  4.42e+08  2.54e-02  2.03e+00  0.967  5.73e-09  True	|  1.88e+10  574 
 0436  1.44e+07  4.42e+08  3.01e-02  2.42e+00  0.968  1.91e-09  True	|  5.29e+10  100 
 0437  1.49e+07  4.39e+08  3.09e-02  1.80e+00  0.967  3.82e-09  True	|  2.11e+10  486 
 0438  2.72e+07  4.27e+08  6.76e-02  3.91e+00  0.940  1.91e-09  True	|  3.39e+10  216 
 0439  1.88e+07  4.34e+08  2.19e-02  2.74e+00  0.958  7.64e-09  False	|  6.44e+10  71 
 0440  2.18e+07  4.31e+08  3.93e-02  1.62e+00  0.952  7.64e-09  True	|  3.11e+10  253 
 0441  1.13e+07  4.40e+08  5.61e-02  1.25e+00  0.975  5.73e-09  True	|  1.09e+10  1290 
 0442  7.78e+06  4.43e+08  8.95e-03  1.79e+00  0.983  3.82e-09  True	|  1.63e+10  723 
 0443  1.60e+07  4.31e+08  2.60e-02  1.98e+00  0.964  1.91e-09  True	|  2.15e+10  472 
 0444  1.62e+07  4.31e+08  1.03e-01  2.32e+00  0.964  1.15e-08  False	|  1.21e+12  0 
 0445  1.48e+07  4.30e+08  4.92e-02  1.28e+00  0.967  1.91e-09  True	|  1.91e+10  562 
 0446  1.97e+07  4.25e+08  4.14e-02  2.36e+00  0.956  3.82e-09  True	|  4.44e+10  144 
 0447  2.58e+07  4.18e+08  7.24e-02  2.73e+00  0.942  1.34e-08  True	|  4.15e+10  159 
 0448  1.91e+07  4.25e+08  1.24e-01  1.85e+00  0.957  5.73e-09  False	|  3.99e+10  172 
 0449  3.27e+07  4.11e+08  7.86e-02  2.01e+00  0.926  3.82e-09  False	|  5.92e+10  84 
 0450  2.39e+07  4.20e+08  4.63e-02  1.82e+00  0.946  1.91e-09  True	|  2.71e+10  328 
 0451  9.91e+06  4.32e+08  2.25e-02  2.22e+00  0.978  1.91e-09  True	|  9.49e+09  1585 
 0452  1.24e+07  4.30e+08  5.20e-02  3.36e+00  0.972  1.91e-09  True	|  1.33e+10  969 
 0453  1.47e+07  4.27e+08  1.54e-02  2.85e+00  0.967  5.73e-09  True	|  2.70e+10  330 
 0454  4.34e+07  3.98e+08  3.98e-02  1.38e+00  0.902  7.64e-09  False	|  6.90e+10  63 
 0455  8.00e+06  4.33e+08  1.54e-02  1.56e+00  0.982  1.91e-09  True	|  1.22e+10  1107 
 0456  1.54e+07  4.24e+08  9.69e-02  1.76e+00  0.965  1.91e-09  True	|  2.76e+10  316 
 0457  8.70e+06  4.31e+08  2.08e-02  1.72e+00  0.980  1.91e-09  True	|  9.56e+09  1571 
 0458  9.30e+06  4.30e+08  1.19e-01  1.26e+00  0.979  3.82e-09  True	|  2.05e+10  508 
 0459  2.55e+07  4.09e+08  3.90e-02  2.59e+00  0.941  7.64e-09  True	|  2.52e+10  366 
 0460  9.28e+06  4.25e+08  2.49e-02  1.88e+00  0.979  3.82e-09  True	|  1.44e+10  865 
 0461  1.21e+07  4.21e+08  2.19e-02  1.28e+00  0.972  1.91e-09  True	|  1.11e+10  1257 
 0462  1.37e+07  4.19e+08  3.26e-02  2.52e+00  0.968  3.82e-09  True	|  2.43e+10  390 
 0463  2.33e+07  4.09e+08  1.19e-01  3.41e+00  0.946  3.82e-09  True	|  3.44e+10  207 
 0464  3.35e+07  3.97e+08  5.47e-02  1.84e+00  0.922  3.82e-09  True	|  3.08e+10  257 
 0465  2.72e+07  4.03e+08  7.86e-02  2.22e+00  0.937  1.91e-09  True	|  2.21e+10  454 
 0466  1.48e+07  4.13e+08  2.40e-02  2.58e+00  0.965  1.91e-09  True	|  3.28e+10  234 
 0467  1.02e+07  4.17e+08  2.19e-02  1.68e+00  0.976  1.91e-09  True	|  2.14e+10  478 
 0468  1.35e+07  4.14e+08  2.20e-02  3.63e+00  0.968  1.91e-09  True	|  1.94e+10  546 
 0469  1.15e+07  4.15e+08  4.79e-02  3.02e+00  0.973  1.91e-09  True	|  1.53e+10  781 
 0470  3.55e+07  3.91e+08  6.77e-02  1.64e+00  0.917  1.91e-09  True	|  3.03e+10  268 
 0471  1.83e+07  4.06e+08  9.20e-02  1.70e+00  0.957  3.82e-09  True	|  4.61e+10  135 
 0472  1.01e+07  4.13e+08  1.23e-02  2.13e+00  0.976  1.91e-09  True	|  1.27e+10  1055 
 0473  2.96e+07  3.94e+08  4.80e-02  1.40e+00  0.930  5.73e-09  False	|  4.58e+10  137 
 0474  1.39e+07  4.09e+08  4.67e-02  3.79e+00  0.967  1.91e-09  True	|  1.84e+10  594 
 0475  1.28e+07  4.09e+08  1.71e-02  2.39e+00  0.970  1.91e-09  True	|  1.82e+10  606 
